Inspection_ID,Product,Production_Line,Machine,Shift,Temperature,Humidity,Voltage,Current,Vibration,Production_Speed,Operator,Material_Type,Defect_Type,Severity,Inspection_Result,Downtime_Minutes,Maintenance_Status,AI_Risk_Score,Inspection_Date
I0907,PCB,L2,M3,Night,49,56,36.08,2.94,1.56,147,OP105,Ceramic,PCB Crack,Medium,Pass,14,Good,36,2027-06-27
I0908,LED Driver,L4,M5,Night,35,61,161.86,1.81,2.3,87,OP120,FR4,Misalignment,Low,Pass,13,Warning,14,2027-06-28
I0909,Battery Pack,L4,M5,Night,43,60,61.7,0.48,2.27,80,OP106,Aluminum,Loose Connection,Low,Pass,41,Critical,78,2027-06-29
I0910,Power Supply Unit,L4,M3,Evening,40,55,32.27,4.24,4.45,134,OP117,Ceramic,Missing Component,Low,Pass,5,Good,78,2027-06-30
I0911,Relay Module,L4,M4,Morning,53,63,165.5,4.58,4.03,90,OP128,Ceramic,Open Circuit,Low,Pass,23,Warning,56,2027-07-01
I0912,Battery Pack,L1,M4,Evening,48,60,35.64,4.39,1.92,88,OP101,Copper,Open Circuit,Low,Fail,57,Warning,32,2027-07-02
I0913,Wi-Fi Module,L2,M4,Night,36,59,117.67,0.52,1.25,110,OP106,Aluminum,Solder Bridge,Medium,Fail,16,Good,19,2027-07-03
I0914,Relay Module,L1,M1,Evening,37,65,228.97,3.2,0.5,116,OP121,FR4,Burn Mark,High,Fail,11,Warning,15,2027-07-04
I0915,Camera Module,L2,M4,Evening,48,51,170.44,0.66,0.65,83,OP122,Copper,Burn Mark,High,Pass,15,Critical,46,2027-07-05
I0916,Battery Pack,L4,M2,Night,35,42,124.94,3.56,4.38,146,OP128,Copper,Solder Bridge,Low,Pass,53,Warning,78,2027-07-06
I0917,Power Supply Unit,L2,M3,Night,40,46,58.68,1.8,3.07,84,OP122,Ceramic,PCB Crack,Low,Fail,44,Critical,95,2027-07-07
I0918,Display Unit,L3,M2,Morning,39,53,213.93,0.5,1.42,105,OP112,Aluminum,Misalignment,High,Fail,42,Critical,100,2027-07-08
I0919,PCB,L3,M4,Evening,37,41,209.94,4.35,1.05,124,OP103,Copper,Misalignment,Low,Pass,10,Good,67,2027-07-09
I0920,Camera Module,L4,M4,Night,40,41,135.75,0.59,4.09,146,OP130,Ceramic,Misalignment,High,Pass,5,Warning,21,2027-07-10
I0921,Display Unit,L3,M4,Evening,47,63,86.78,1.41,3.4,103,OP129,Aluminum,Short Circuit,Low,Fail,41,Good,44,2027-07-11
I0922,PCB,L1,M3,Morning,52,65,191.7,3.11,4.2,111,OP127,FR4,Short Circuit,Low,Pass,40,Warning,71,2027-07-12
I0923,Display Unit,L3,M1,Morning,47,51,119.01,3.76,3.17,146,OP121,Copper,PCB Crack,Low,Pass,50,Warning,99,2027-07-13
I0924,Relay Module,L1,M5,Morning,53,50,34.91,4.85,1.38,126,OP101,Ceramic,Missing Component,Medium,Pass,59,Good,92,2027-07-14
I0925,PCB,L1,M5,Morning,38,59,35.93,2.13,3.3,88,OP126,FR4,Solder Bridge,Low,Pass,14,Critical,22,2027-07-15
I0926,Camera Module,L2,M5,Morning,52,61,162.92,2.57,4.33,102,OP124,Copper,Short Circuit,Low,Fail,3,Critical,45,2027-07-16
I0927,Battery Pack,L1,M3,Morning,42,44,206.34,1.69,2.17,119,OP108,Ceramic,Misalignment,Low,Pass,40,Critical,77,2027-07-17
I0928,Wi-Fi Module,L3,M3,Evening,38,61,14.56,3.06,1.53,143,OP121,Aluminum,PCB Crack,Medium,Fail,26,Good,13,2027-07-18
I0929,Display Unit,L4,M2,Night,52,47,142.56,1.13,1.66,130,OP112,Ceramic,Misalignment,Low,Pass,36,Critical,21,2027-07-19
I0930,Power Supply Unit,L1,M4,Evening,50,41,67.19,2.54,3.5,104,OP108,FR4,Short Circuit,Low,Pass,49,Good,63,2027-07-20
I0931,Battery Pack,L4,M4,Night,48,53,79.42,4.07,2.8,97,OP127,FR4,Loose Connection,High,Fail,42,Good,63,2027-07-21
I0932,Relay Module,L1,M5,Morning,47,57,227.8,4.55,2.97,108,OP120,FR4,Loose Connection,Low,Pass,18,Warning,32,2027-07-22
I0933,Camera Module,L2,M5,Evening,41,47,155.67,3.69,1.66,107,OP114,Aluminum,Missing Component,Low,Pass,16,Warning,26,2027-07-23
I0934,LED Driver,L1,M2,Night,44,46,121.67,3.1,1.36,133,OP116,Ceramic,Missing Component,Low,Fail,46,Critical,45,2027-07-24
I0935,Camera Module,L1,M3,Morning,45,54,11.7,2.21,3.23,92,OP124,Aluminum,Misalignment,Low,Pass,3,Critical,74,2027-07-25
I0936,Display Unit,L2,M1,Evening,43,47,182.11,0.51,0.87,103,OP103,FR4,Loose Connection,Low,Fail,3,Warning,17,2027-07-26
I0937,LED Driver,L2,M1,Night,41,58,24.16,2.84,4.38,122,OP107,Aluminum,Loose Connection,Low,Pass,38,Critical,70,2027-07-27
I0938,Power Supply Unit,L3,M2,Morning,39,53,174.67,1.93,1.77,111,OP130,Ceramic,Open Circuit,High,Fail,47,Critical,38,2027-07-28
I0939,LED Driver,L3,M3,Evening,55,40,143.74,4.75,1.95,111,OP121,Aluminum,Solder Bridge,High,Fail,58,Critical,71,2027-07-29
I0940,Microcontroller Board,L2,M4,Evening,51,63,197.41,3.0,3.62,120,OP115,Copper,Misalignment,Medium,Fail,48,Good,68,2027-07-30
I0941,PCB,L1,M1,Night,47,50,136.26,0.37,2.52,130,OP116,Ceramic,Missing Component,Low,Fail,4,Warning,41,2027-07-31
I0942,Power Supply Unit,L2,M3,Morning,50,65,138.82,1.7,2.83,115,OP123,FR4,Open Circuit,Medium,Pass,4,Critical,99,2027-08-01
I0943,Microcontroller Board,L1,M2,Night,45,47,43.81,2.38,1.29,149,OP107,FR4,Short Circuit,Medium,Fail,21,Warning,51,2027-08-02
I0944,Camera Module,L3,M1,Night,52,55,218.2,0.36,3.5,147,OP125,FR4,Loose Connection,Low,Fail,18,Critical,55,2027-08-03
I0945,Camera Module,L4,M3,Evening,51,49,223.71,0.54,2.57,92,OP108,Ceramic,Burn Mark,Low,Pass,51,Critical,95,2027-08-04
I0946,Relay Module,L2,M5,Evening,44,60,136.74,3.38,2.8,135,OP101,Ceramic,Misalignment,Low,Fail,38,Warning,22,2027-08-05
I0947,Power Supply Unit,L4,M5,Evening,37,60,151.14,3.79,3.18,127,OP101,FR4,Misalignment,Medium,Pass,13,Good,41,2027-08-06
I0948,Microcontroller Board,L1,M1,Morning,53,65,60.7,4.7,0.79,135,OP120,FR4,Loose Connection,Low,Pass,5,Good,57,2027-08-07
I0949,LED Driver,L1,M5,Evening,54,55,199.94,3.41,3.69,135,OP122,FR4,Missing Component,Low,Fail,3,Good,13,2027-08-08
I0950,LED Driver,L4,M5,Morning,48,65,60.83,4.73,2.61,101,OP122,FR4,PCB Crack,High,Pass,15,Good,29,2027-08-09
I0951,Camera Module,L1,M5,Morning,40,51,135.86,0.37,4.03,83,OP122,FR4,Missing Component,Medium,Fail,33,Good,42,2027-08-10
I0952,Power Supply Unit,L2,M2,Morning,41,61,166.47,4.06,3.23,132,OP111,FR4,Loose Connection,Medium,Fail,13,Warning,14,2027-08-11
I0953,Power Supply Unit,L2,M2,Morning,54,56,207.65,3.95,1.86,98,OP130,Ceramic,Burn Mark,High,Pass,50,Warning,22,2027-08-12
I0954,Microcontroller Board,L2,M3,Night,42,57,125.94,0.38,1.65,94,OP113,Ceramic,Misalignment,Medium,Pass,18,Warning,82,2027-08-13
I0955,Battery Pack,L3,M1,Night,51,49,116.03,3.67,2.11,92,OP115,Aluminum,Open Circuit,Low,Fail,39,Critical,51,2027-08-14
I0956,Sensor Module,L2,M1,Night,55,54,215.63,0.29,2.45,130,OP124,Copper,Solder Bridge,Low,Fail,19,Good,98,2027-08-15
I0957,Sensor Module,L1,M3,Evening,52,58,93.36,4.18,0.95,138,OP129,Ceramic,Open Circuit,Low,Pass,11,Critical,26,2027-08-16
I0958,Camera Module,L1,M4,Morning,43,65,35.95,4.12,3.79,143,OP104,Aluminum,PCB Crack,Medium,Pass,37,Critical,66,2027-08-17
I0959,PCB,L1,M3,Night,41,42,225.37,3.53,0.76,86,OP117,Ceramic,Missing Component,Low,Pass,58,Critical,23,2027-08-18
I0960,Wi-Fi Module,L1,M3,Night,44,45,197.11,0.89,4.35,138,OP124,Ceramic,Misalignment,Medium,Fail,36,Warning,87,2027-08-19
I0961,Sensor Module,L3,M4,Night,40,40,176.83,3.82,1.72,142,OP108,Ceramic,Misalignment,Low,Pass,2,Critical,48,2027-08-20
I0962,LED Driver,L2,M2,Morning,36,42,24.08,2.5,3.74,110,OP114,Copper,Short Circuit,High,Fail,48,Warning,71,2027-08-21
I0963,Power Supply Unit,L3,M2,Night,50,42,166.05,1.49,2.29,82,OP126,Copper,Missing Component,Low,Fail,17,Good,15,2027-08-22
I0964,LED Driver,L2,M1,Evening,52,55,79.43,1.09,1.75,101,OP118,Aluminum,Loose Connection,Low,Fail,24,Critical,80,2027-08-23
I0965,PCB,L4,M1,Morning,41,43,121.61,1.17,3.47,102,OP111,Aluminum,Open Circuit,Low,Pass,4,Critical,48,2027-08-24
I0966,Power Supply Unit,L1,M1,Night,44,53,101.44,4.67,1.62,148,OP116,FR4,Short Circuit,Medium,Fail,45,Critical,48,2027-08-25
I0967,Relay Module,L2,M3,Evening,53,63,197.34,1.72,1.03,94,OP103,FR4,Short Circuit,Low,Pass,53,Warning,10,2027-08-26
I0968,Sensor Module,L1,M3,Evening,51,48,109.17,4.39,1.46,118,OP114,Ceramic,Solder Bridge,Low,Fail,0,Warning,19,2027-08-27
I0969,Relay Module,L3,M5,Evening,38,52,101.63,1.59,3.2,110,OP116,Aluminum,Open Circuit,High,Pass,41,Good,87,2027-08-28
I0970,Battery Pack,L3,M5,Evening,37,48,225.4,0.61,3.54,92,OP112,Ceramic,Misalignment,Low,Pass,9,Critical,65,2027-08-29
I0971,Relay Module,L1,M1,Night,42,61,58.53,1.03,1.16,127,OP129,Copper,Burn Mark,High,Pass,26,Good,39,2027-08-30
I0972,Sensor Module,L1,M1,Night,35,44,226.0,4.92,0.54,98,OP105,Copper,PCB Crack,Low,Pass,36,Critical,25,2027-08-31
I0973,PCB,L2,M1,Morning,36,60,137.38,4.67,3.43,80,OP109,FR4,Loose Connection,Low,Fail,32,Good,99,2027-09-01
I0974,Microcontroller Board,L3,M3,Night,35,65,22.98,1.58,2.73,119,OP124,Aluminum,PCB Crack,Low,Fail,58,Good,72,2027-09-02
I0975,Power Supply Unit,L3,M4,Morning,49,65,134.82,3.14,1.87,144,OP117,Ceramic,Misalignment,Low,Fail,45,Good,73,2027-09-03
I0976,Display Unit,L3,M4,Night,43,54,26.73,2.56,3.02,84,OP127,Aluminum,Short Circuit,Low,Pass,3,Good,75,2027-09-04
I0977,Camera Module,L1,M4,Evening,49,46,146.54,1.02,4.09,109,OP103,Aluminum,Misalignment,Medium,Pass,55,Warning,45,2027-09-05
I0978,Camera Module,L4,M2,Morning,46,53,177.8,4.66,0.78,118,OP102,FR4,Loose Connection,Low,Fail,36,Warning,79,2027-09-06
I0979,Battery Pack,L3,M1,Night,41,49,144.43,4.1,1.54,122,OP116,Ceramic,Misalignment,Medium,Pass,2,Critical,75,2027-09-07
I0980,Microcontroller Board,L3,M3,Morning,51,63,223.51,3.63,4.15,92,OP130,Copper,Missing Component,Low,Pass,58,Critical,78,2027-09-08
I0981,Camera Module,L2,M5,Morning,48,61,185.07,3.39,3.35,150,OP119,Aluminum,Burn Mark,Medium,Fail,34,Good,49,2027-09-09
I0982,PCB,L1,M5,Evening,38,45,34.73,0.59,2.83,97,OP121,Copper,Misalignment,Low,Fail,26,Good,59,2027-09-10
I0983,Camera Module,L2,M5,Night,52,49,109.83,1.47,1.21,95,OP107,Copper,Misalignment,Medium,Pass,6,Good,79,2027-09-11
I0984,Microcontroller Board,L2,M2,Evening,36,54,175.36,3.31,2.77,144,OP129,FR4,Open Circuit,Medium,Fail,10,Warning,39,2027-09-12
I0985,Power Supply Unit,L4,M3,Morning,52,55,34.04,1.44,1.18,86,OP130,FR4,PCB Crack,Low,Pass,13,Warning,76,2027-09-13
I0986,Battery Pack,L2,M5,Morning,42,50,92.51,4.33,0.55,110,OP120,FR4,Missing Component,Low,Pass,10,Good,24,2027-09-14
I0987,Relay Module,L2,M3,Evening,48,55,146.72,4.29,1.26,149,OP103,Ceramic,Burn Mark,Low,Fail,30,Warning,13,2027-09-15
I0988,Power Supply Unit,L1,M2,Night,52,59,183.01,3.56,4.16,147,OP126,Ceramic,Open Circuit,Low,Pass,59,Warning,16,2027-09-16
I0989,Sensor Module,L3,M3,Morning,39,50,114.39,3.12,2.7,129,OP113,FR4,Open Circuit,Low,Fail,46,Warning,66,2027-09-17
I0990,Display Unit,L1,M1,Evening,37,48,199.63,2.29,1.29,147,OP130,Copper,PCB Crack,Low,Fail,0,Good,80,2027-09-18
I0991,Camera Module,L1,M4,Morning,45,55,191.45,2.91,1.98,104,OP129,FR4,PCB Crack,Low,Pass,42,Warning,97,2027-09-19
I0992,Display Unit,L3,M3,Morning,38,55,62.84,0.57,2.02,94,OP104,FR4,PCB Crack,Medium,Pass,14,Critical,87,2027-09-20
I0993,Relay Module,L2,M4,Night,53,43,115.37,4.0,3.85,142,OP103,FR4,Open Circuit,Low,Fail,57,Critical,86,2027-09-21
I0994,Wi-Fi Module,L3,M5,Night,49,44,193.6,0.29,3.42,130,OP129,Ceramic,Loose Connection,Low,Fail,58,Good,86,2027-09-22
I0995,LED Driver,L2,M2,Morning,46,52,11.87,3.97,2.91,126,OP117,Ceramic,Missing Component,Low,Fail,52,Good,80,2027-09-23
I0996,Camera Module,L4,M4,Morning,47,43,160.27,1.4,1.93,99,OP127,Copper,Missing Component,Medium,Pass,42,Critical,86,2027-09-24
I0997,Power Supply Unit,L3,M1,Evening,45,51,26.82,3.75,4.02,150,OP118,Ceramic,Open Circuit,Low,Pass,37,Critical,77,2027-09-25
I0998,Wi-Fi Module,L4,M3,Evening,52,48,116.64,3.4,3.3,123,OP110,Ceramic,Burn Mark,High,Pass,58,Warning,93,2027-09-26
I0999,Sensor Module,L1,M2,Morning,52,53,91.44,1.01,1.78,112,OP104,FR4,Loose Connection,Low,Pass,4,Warning,40,2027-09-27
I1000,Battery Pack,L4,M1,Evening,42,49,212.34,1.02,3.73,89,OP102,Copper,Missing Component,Low,Pass,34,Good,58,2027-09-28
